molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL1094196,1010.0,nM,COc1ccc(-c2ccc(Cn3cc(CCN)c4cc(OCCc5ccc(O)cc5)ccc43)cc2)cc1.Cl,5.995678626217357,528.217970596,5,2,6.615300000000007,False
CHEMBL473250,1012.0,nM,Cc1cccc(Cl)c1Nc1nc2ccccc2n1-c1cc(Nc2ccc(CCN3CCOCC3)cn2)ncn1,5.994819487496219,540.2152852280001,9,2,5.534220000000006,False
CHEMBL1083001,1015.0,nM,CN1CCN(c2ccc(-c3cnn4c(N)c(-c5ccc(NC(=O)CCC6CCCC6)cc5)cnc34)cc2)CC1,5.993533957750769,523.3059588039999,7,2,5.306200000000005,False
CHEMBL1084450,1058.0,nM,O=C(Nc1cccc(-n2ccc3c(NC(=O)c4ccccc4)nccc32)c1)c1ccc(N2CCOCC2)c(C(F)(F)F)c1,5.975514332300833,585.1987743520001,6,2,6.385500000000004,False
CHEMBL1098120,1060.0,nM,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1,5.97469413473523,504.254356104,4,2,6.619200000000007,False
CHEMBL4461971,1081.0,nM,O=C(Nc1ccc(Oc2ncnc3cc(OCCN4CCOCC4)c4c(c23)OCCO4)cc1)Nc1cc(C(F)(F)F)ccc1F,5.96617430604669,629.1897464639999,9,2,5.706200000000005,False
CHEMBL3128238,1090.0,nM,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1,5.962573502059376,508.1971366280001,8,3,5.2333000000000025,False
CHEMBL1095036,1100.0,nM,CS(=O)(=O)CCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)cc1,5.958607314841775,709.1440592240001,9,2,7.485700000000005,False
CHEMBL4576032,1104.22,nM,COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,5.956944391038503,544.163036864,12,2,2.3716999999999997,False
CHEMBL1076197,1113.0,nM,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCCN4CCN(C)CC4)ncn3)c2)c1,5.953504835665292,589.327756868,9,3,5.4776400000000045,False
CHEMBL4560187,1196.59,nM,COc1cc2c(Nc3cccc(F)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,5.922054630913132,526.172458676,12,2,2.2325999999999997,False
CHEMBL593860,1200.0,nM,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(OC)c3)ncnc2cc1OCCCN1CCN(C)CC1,5.920818753952375,570.2413099480001,10,1,5.683600000000006,False
CHEMBL505637,1200.0,nM,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,5.920818753952375,937.8797123200001,10,8,6.689200000000008,False
CHEMBL603082,1200.0,nM,O=C(CC(Nc1ccc(F)cc1)C(F)(F)F)Nc1ccc(Oc2cc(NC(=O)N3CCCC3)ncn2)c(F)c1,5.920818753952375,550.175179696,6,3,5.546400000000003,False
CHEMBL1794070,1200.0,nM,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,5.920818753952375,510.149239404,7,1,5.452300000000005,False
CHEMBL1094194,1220.0,nM,CSc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl,5.913640169325252,524.2264271039999,5,2,7.026300000000007,False
CHEMBL3216254,1260.0,nM,CN(C)c1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl.Cl,5.899629454882437,583.2732329759999,5,2,7.107000000000009,False
CHEMBL5268406,1290.0,nM,COc1ccc(NC(=O)c2c(Nc3ccccc3)sc(C(=O)N/N=C/c3ccc(O)c(O)c3)c2NC(C)=O)cc1,5.889410289700751,559.15255452,9,6,4.886100000000003,False
CHEMBL3694688,1300.0,nM,O=C(NCC(F)(F)F)Nc1cc(-c2cnc3cc(-c4ccnc(C(F)(F)F)n4)ccn23)cc(C(F)(F)F)c1,5.886056647693163,548.1007130160001,5,2,6.179700000000002,False
